,pGM,ionS,D
0,7.0857453591323205,0.022193531725408,100.7692307692308
1,3.071260632252154,0.0294367603694412,100.0
2,0.14766915347151865,0.040884348493912,100.5769230769231
3,0.8682530779986399,0.0528234419665552,100.5769230769231
4,5.173341011931295,0.06560911690734,100.0
5,13.659621618461365,0.0804275239121482,99.80769230769232
6,24.083318747508095,0.0935499434788866,100.5769230769231
7,37.13545537761876,0.1073761042148842,98.46153846153848
8,52.25894716750107,0.1216625925850264,100.19230769230772
9,67.76428853542879,0.1351412248238558,99.42307692307696
10,85.6197723365564,0.1491333288562988,99.03846153846156
11,107.0346615489673,0.1656675697456282,99.61538461538464
12,123.81563484191267,0.1780824979881126,99.61538461538464
13,146.86545352525889,0.1939452309889974,98.2692307692308
14,164.2422670536627,0.2057406609248886,96.73076923076924
15,186.07141545604622,0.2211982037514974,100.0
16,210.36660374657993,0.2377469964363944,97.8846153846154
17,242.14750306805252,0.2589243561929078,96.53846153846156
18,280.6381596727885,0.2838407160231986,94.80769230769234
19,312.08167082766727,0.3051178220401098,95.19230769230772
20,343.5710872300509,0.3258010832257926,93.2692307692308
21,383.2233537313015,0.3524985403098036,91.92307692307692
