,Exp. No.,Salt,Concentration (mol/l),FP position,Gas flow (l/min),Date,PP Timestamp,FP Timestamp,Datetime,Comment,Ignore
253,253.0,NH42SO4,0.0015,5.0,100.0,20250409,135433,135430,2025-04-09T13:54:30,,False
254,254.0,NH42SO4,0.0015,7.0,100.0,20250409,140715,140712,2025-04-09T14:07:12,,False
255,255.0,NH42SO4,0.0015,9.0,100.0,20250409,141743,141740,2025-04-09T14:17:40,,False
256,256.0,NH42SO4,0.0028,1.0,100.0,20250409,143322,143319,2025-04-09T14:33:19,,False
257,257.0,NH42SO4,0.0028,3.0,100.0,20250409,145118,145115,2025-04-09T14:51:15,,False
258,258.0,NH42SO4,0.0028,5.0,100.0,20250409,150241,150238,2025-04-09T15:02:38,,False
259,259.0,NH42SO4,0.0028,7.0,100.0,20250409,151305,151301,2025-04-09T15:13:01,,False
260,260.0,NH42SO4,0.0028,9.0,100.0,20250409,152533,152531,2025-04-09T15:25:31,,False
261,261.0,NH42SO4,0.0,5.0,100.0,20250410,91022,91006,2025-04-10T09:10:06,,False
262,262.0,NH42SO4,0.0053,1.0,100.0,20250410,92226,92223,2025-04-10T09:22:23,,False
263,263.0,NH42SO4,0.0053,3.0,100.0,20250410,94111,94108,2025-04-10T09:41:08,,False
264,264.0,NH42SO4,0.0053,5.0,100.0,20250410,95403,95358,2025-04-10T09:53:58,,False
265,265.0,NH42SO4,0.0053,7.0,100.0,20250410,100435,100432,2025-04-10T10:04:32,,False
266,266.0,NH42SO4,0.0053,9.0,100.0,20250410,101647,101642,2025-04-10T10:16:42,,False
267,267.0,NH42SO4,0.01,1.0,100.0,20250410,103027,103025,2025-04-10T10:30:25,,False
268,268.0,NH42SO4,0.01,3.0,100.0,20250410,104437,104434,2025-04-10T10:44:34,,False
269,269.0,NH42SO4,0.01,5.0,100.0,20250410,105728,105725,2025-04-10T10:57:25,,False
270,270.0,NH42SO4,0.01,7.0,100.0,20250410,110747,110744,2025-04-10T11:07:44,,False
271,271.0,NH42SO4,0.01,9.0,100.0,20250410,112043,112041,2025-04-10T11:20:41,,False
272,272.0,NH42SO4,0.02,1.0,100.0,20250410,113355,113352,2025-04-10T11:33:52,,False
273,273.0,NH42SO4,0.02,3.0,100.0,20250410,114739,114737,2025-04-10T11:47:37,,False
274,274.0,NH42SO4,0.02,5.0,100.0,20250410,115912,115909,2025-04-10T11:59:09,,False
275,275.0,NH42SO4,0.02,7.0,100.0,20250410,120949,120946,2025-04-10T12:09:46,,False
276,276.0,NH42SO4,0.02,9.0,100.0,20250410,122023,122020,2025-04-10T12:20:20,,False
277,277.0,NH42SO4,0.037,1.0,100.0,20250410,132458,132453,2025-04-10T13:24:53,,False
278,278.0,NH42SO4,0.037,3.0,100.0,20250410,133804,133802,2025-04-10T13:38:02,,False
279,279.0,NH42SO4,0.037,5.0,100.0,20250410,135002,135000,2025-04-10T13:50:00,,False
280,280.0,NH42SO4,0.037,7.0,100.0,20250410,142006,142002,2025-04-10T14:20:02,,False
281,281.0,NH42SO4,0.037,9.0,100.0,20250410,143147,143146,2025-04-10T14:31:46,,False
282,282.0,NH42SO4,0.072,1.0,100.0,20250410,144425,144422,2025-04-10T14:44:22,,False
283,283.0,NH42SO4,0.072,3.0,100.0,20250410,145714,145711,2025-04-10T14:57:11,,False
284,284.0,NH42SO4,0.072,5.0,100.0,20250410,151157,151155,2025-04-10T15:11:55,,False
285,285.0,NH42SO4,0.072,7.0,100.0,20250410,152355,152350,2025-04-10T15:23:50,,False
286,286.0,NH42SO4,0.072,9.0,100.0,20250410,153340,153336,2025-04-10T15:33:36,,False
287,287.0,NH42SO4,0.0,5.0,100.0,20250411,93225,93221,2025-04-11T09:32:21,,False
288,288.0,NH42SO4,0.14,1.0,100.0,20250411,95022,95019,2025-04-11T09:50:19,,False
289,289.0,NH42SO4,0.14,3.0,100.0,20250411,100205,100202,2025-04-11T10:02:02,,False
290,290.0,NH42SO4,0.14,5.0,100.0,20250411,101555,101552,2025-04-11T10:15:52,,False
291,291.0,NH42SO4,0.14,7.0,100.0,20250411,102544,102542,2025-04-11T10:25:42,,False
292,292.0,NH42SO4,0.14,9.0,100.0,20250411,103845,103842,2025-04-11T10:38:42,,False
293,293.0,NH42SO4,0.26,1.0,100.0,20250411,105625,105621,2025-04-11T10:56:21,,False
294,294.0,NH42SO4,0.26,3.0,100.0,20250411,111154,111151,2025-04-11T11:11:51,,False
295,295.0,NH42SO4,0.26,5.0,100.0,20250411,112158,112155,2025-04-11T11:21:55,,False
296,296.0,NH42SO4,0.26,7.0,100.0,20250411,113132,113130,2025-04-11T11:31:30,,False
297,297.0,NH42SO4,0.26,9.0,100.0,20250411,114354,114352,2025-04-11T11:43:52,,False
298,298.0,NH42SO4,0.5,1.0,100.0,20250411,120238,120229,2025-04-11T12:02:29,,False
299,299.0,NH42SO4,0.5,3.0,100.0,20250411,135224,135220,2025-04-11T13:52:20,,False
300,300.0,NH42SO4,0.5,5.0,100.0,20250411,140214,140212,2025-04-11T14:02:12,,False
301,301.0,NH42SO4,0.5,7.0,100.0,20250411,141130,141127,2025-04-11T14:11:27,,False
302,302.0,NH42SO4,0.5,9.0,100.0,20250411,142046,142043,2025-04-11T14:20:43,,False
303,303.0,Na2SO4,0.0,1.0,100.0,20250414,100807,100803,2025-04-14T10:08:03,,False
304,304.0,Na2SO4,0.0,3.0,100.0,20250414,102330,102327,2025-04-14T10:23:27,,False
305,305.0,Na2SO4,0.0,5.0,100.0,20250414,103533,103531,2025-04-14T10:35:31,,False
306,306.0,Na2SO4,0.0,7.0,100.0,20250414,104557,104553,2025-04-14T10:45:53,,False
307,307.0,Na2SO4,0.0,9.0,100.0,20250414,105640,105638,2025-04-14T10:56:38,,False
308,308.0,Na2SO4,0.0004,1.0,100.0,20250414,111144,111132,2025-04-14T11:11:32,,False
309,309.0,Na2SO4,0.0004,3.0,100.0,20250414,112734,112732,2025-04-14T11:27:32,,False
310,310.0,Na2SO4,0.0004,5.0,100.0,20250414,113906,113904,2025-04-14T11:39:04,,False
311,311.0,Na2SO4,0.0004,7.0,100.0,20250414,115003,115001,2025-04-14T11:50:01,,False
312,312.0,Na2SO4,0.0004,9.0,100.0,20250414,120145,120143,2025-04-14T12:01:43,,False
313,313.0,Na2SO4,0.00077,1.0,100.0,20250414,121524,121521,2025-04-14T12:15:21,,False
314,314.0,Na2SO4,0.00077,3.0,100.0,20250414,131842,131839,2025-04-14T13:18:39,,False
315,315.0,Na2SO4,0.00077,5.0,100.0,20250414,133203,133200,2025-04-14T13:32:00,"FP: nan.
PP: Very long. Includes moving the fiber",False
316,316.0,Na2SO4,0.00077,7.0,100.0,20250414,134234,134228,2025-04-14T13:42:28,,False
317,317.0,Na2SO4,0.00077,9.0,100.0,20250414,135255,135253,2025-04-14T13:52:53,,False
318,318.0,Na2SO4,0.0015,1.0,100.0,20250414,141034,141031,2025-04-14T14:10:31,,False
319,319.0,Na2SO4,0.0015,3.0,100.0,20250414,143325,143323,2025-04-14T14:33:23,,False
320,320.0,Na2SO4,0.0015,5.0,100.0,20250414,144452,144450,2025-04-14T14:44:50,,False
321,321.0,Na2SO4,0.0015,7.0,100.0,20250414,150751,150745,2025-04-14T15:07:45,,False
322,322.0,Na2SO4,0.0015,9.0,100.0,20250414,152306,152304,2025-04-14T15:23:04,,False
323,323.0,Na2SO4,0.0,5.0,100.0,20250417,101717,101714,2025-04-17T10:17:14,,False
324,324.0,Na2SO4,0.0053,1.0,100.0,20250417,103213,103209,2025-04-17T10:32:09,,False
325,325.0,Na2SO4,0.0053,3.0,100.0,20250417,104648,104645,2025-04-17T10:46:45,,False
326,326.0,Na2SO4,0.0053,5.0,100.0,20250417,105808,105806,2025-04-17T10:58:06,,False
327,327.0,Na2SO4,0.0053,7.0,100.0,20250417,110820,110817,2025-04-17T11:08:17,,False
328,328.0,Na2SO4,0.0053,9.0,100.0,20250417,112154,112150,2025-04-17T11:21:50,,False
329,329.0,Na2SO4,0.01,1.0,100.0,20250417,113534,113531,2025-04-17T11:35:31,,False
330,330.0,Na2SO4,0.01,3.0,100.0,20250417,115041,115038,2025-04-17T11:50:38,,False
331,331.0,Na2SO4,0.01,5.0,100.0,20250417,120150,120147,2025-04-17T12:01:47,,False
332,332.0,Na2SO4,0.01,7.0,100.0,20250417,121206,121203,2025-04-17T12:12:03,,False
333,333.0,Na2SO4,0.01,9.0,100.0,20250417,122305,122303,2025-04-17T12:23:03,,False
334,334.0,Na2SO4,0.02,1.0,100.0,20250417,123653,123651,2025-04-17T12:36:51,,False
335,335.0,Na2SO4,0.02,3.0,100.0,20250417,132625,132623,2025-04-17T13:26:23,,False
336,336.0,Na2SO4,0.02,5.0,100.0,20250417,133810,133808,2025-04-17T13:38:08,,False
337,337.0,Na2SO4,0.02,7.0,100.0,20250417,134933,134929,2025-04-17T13:49:29,,False
338,338.0,Na2SO4,0.02,9.0,100.0,20250417,140148,140146,2025-04-17T14:01:46,,False
339,339.0,Na2SO4,0.037,1.0,100.0,20250417,141804,141802,2025-04-17T14:18:02,,False
340,340.0,Na2SO4,0.037,3.0,100.0,20250417,143138,143132,2025-04-17T14:31:32,,False
341,341.0,Na2SO4,0.037,5.0,100.0,20250417,144345,144341,2025-04-17T14:43:41,,False
342,342.0,Na2SO4,0.037,7.0,100.0,20250417,145728,145726,2025-04-17T14:57:26,,False
343,343.0,Na2SO4,0.037,9.0,100.0,20250417,150849,150847,2025-04-17T15:08:47,,False
344,344.0,Na2SO4,0.072,1.0,100.0,20250417,152443,152440,2025-04-17T15:24:40,,False
345,345.0,Na2SO4,0.072,3.0,100.0,20250417,153840,153838,2025-04-17T15:38:38,,False
346,346.0,Na2SO4,0.072,5.0,100.0,20250417,155030,155028,2025-04-17T15:50:28,,False
347,347.0,Na2SO4,0.072,7.0,100.0,20250417,160011,160008,2025-04-17T16:00:08,,False
348,348.0,Na2SO4,0.072,9.0,100.0,20250417,161239,161236,2025-04-17T16:12:36,,False
349,349.0,Na2SO4,0.0,5.0,100.0,20250422,104608,104602,2025-04-22T10:46:02,,False
350,350.0,Na2SO4,0.14,1.0,100.0,20250422,105918,105912,2025-04-22T10:59:12,,False
351,351.0,Na2SO4,0.14,3.0,100.0,20250422,111048,111046,2025-04-22T11:10:46,,False
352,352.0,Na2SO4,0.14,5.0,100.0,20250422,112212,112209,2025-04-22T11:22:09,,False
353,353.0,Na2SO4,0.14,7.0,100.0,20250422,113205,113156,2025-04-22T11:31:56,,False
354,354.0,Na2SO4,0.14,9.0,100.0,20250422,114246,114244,2025-04-22T11:42:44,,False
355,355.0,Na2SO4,0.26,1.0,100.0,20250422,120926,120924,2025-04-22T12:09:24,,False
356,356.0,Na2SO4,0.26,3.0,100.0,20250422,122020,122017,2025-04-22T12:20:17,,False
357,357.0,Na2SO4,0.26,5.0,100.0,20250422,123422,123419,2025-04-22T12:34:19,,False
358,358.0,Na2SO4,0.26,7.0,100.0,20250422,132811,132808,2025-04-22T13:28:08,,False
359,359.0,Na2SO4,0.26,9.0,100.0,20250422,133740,133737,2025-04-22T13:37:37,,False
360,360.0,Na2SO4,0.5,3.0,100.0,20250422,141419,141416,2025-04-22T14:14:16,"FP: Or was it position 1? Chaos..
PP: nan",False
361,361.0,Na2SO4,0.5,1.0,100.0,20250422,142533,142531,2025-04-22T14:25:31,,False
362,362.0,Na2SO4,0.5,5.0,100.0,20250422,143958,143955,2025-04-22T14:39:55,,False
363,363.0,Na2SO4,0.5,7.0,100.0,20250422,145207,145204,2025-04-22T14:52:04,,False
364,364.0,Na2SO4,0.5,9.0,100.0,20250422,150108,150106,2025-04-22T15:01:06,,False
