,Unnamed: 0,Exp. No.,Salt,Concentration (mol/l),FP position,Gas flow (l/min),Date,PP Timestamp,FP Timestamp,Datetime,Comment,Ignore,Concentration (g/l),Ionic strength,p_GM,Na (mol/l),NH4 (mol/l),Cl (mol/l),SO4 (mol/l),Ac (mol/l),Density,Viscosity,Surface tension
239,239,239,NH42SO4,0.0,7,100.0,20250409,101201,101157,2025-04-09T10:11:57,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
240,240,240,NH42SO4,0.0,9,100.0,20250409,102240,102238,2025-04-09T10:22:38,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
241,241,241,NH42SO4,0.0004,1,100.0,20250409,103622,103619,2025-04-09T10:36:19,,False,0.052856,0.0012000000000000001,102.31787270785567,0.0,0.0008,0.0,0.0004,0.0,998.2315789473683,,
242,242,242,NH42SO4,0.0004,3,100.0,20250409,105104,105054,2025-04-09T10:50:54,,False,0.052856,0.0012000000000000001,102.31787270785567,0.0,0.0008,0.0,0.0004,0.0,998.2315789473683,,
243,243,243,NH42SO4,0.0004,5,100.0,20250409,110221,110218,2025-04-09T11:02:18,,False,0.052856,0.0012000000000000001,102.31787270785567,0.0,0.0008,0.0,0.0004,0.0,998.2315789473683,,
244,244,244,NH42SO4,0.0004,7,100.0,20250409,111343,111341,2025-04-09T11:13:41,,False,0.052856,0.0012000000000000001,102.31787270785567,0.0,0.0008,0.0,0.0004,0.0,998.2315789473683,,
245,245,245,NH42SO4,0.0004,9,100.0,20250409,112559,112557,2025-04-09T11:25:57,,False,0.052856,0.0012000000000000001,102.31787270785567,0.0,0.0008,0.0,0.0004,0.0,998.2315789473683,,
246,246,246,NH42SO4,0.00077,1,100.0,20250409,114143,114140,2025-04-09T11:41:40,,False,0.10174779999999999,0.00231,161.45033170417582,0.0,0.00154,0.0,0.00077,0.0,998.2607894736842,,
247,247,247,NH42SO4,0.00077,3,100.0,20250409,115755,115752,2025-04-09T11:57:52,,False,0.10174779999999999,0.00231,161.45033170417582,0.0,0.00154,0.0,0.00077,0.0,998.2607894736842,,
248,248,248,NH42SO4,0.00077,5,100.0,20250409,121058,121056,2025-04-09T12:10:56,,False,0.10174779999999999,0.00231,161.45033170417582,0.0,0.00154,0.0,0.00077,0.0,998.2607894736842,,
249,249,249,NH42SO4,0.00077,7,100.0,20250409,122135,122130,2025-04-09T12:21:30,,False,0.10174779999999999,0.00231,161.45033170417582,0.0,0.00154,0.0,0.00077,0.0,998.2607894736842,,
250,250,250,NH42SO4,0.00077,9,100.0,20250409,123214,123211,2025-04-09T12:32:11,,False,0.10174779999999999,0.00231,161.45033170417582,0.0,0.00154,0.0,0.00077,0.0,998.2607894736842,,
251,251,251,NH42SO4,0.0015,1,100.0,20250409,132607,132602,2025-04-09T13:26:02,,False,0.19821,0.0045000000000000005,255.18967017697375,0.0,0.003,0.0,0.0015,0.0,998.3184210526316,,
252,252,252,NH42SO4,0.0015,3,100.0,20250409,134145,134142,2025-04-09T13:41:42,,False,0.19821,0.0045000000000000005,255.18967017697375,0.0,0.003,0.0,0.0015,0.0,998.3184210526316,,
253,253,253,NH42SO4,0.0015,5,100.0,20250409,135433,135430,2025-04-09T13:54:30,,False,0.19821,0.0045000000000000005,255.18967017697375,0.0,0.003,0.0,0.0015,0.0,998.3184210526316,,
254,254,254,NH42SO4,0.0015,7,100.0,20250409,140715,140712,2025-04-09T14:07:12,,False,0.19821,0.0045000000000000005,255.18967017697375,0.0,0.003,0.0,0.0015,0.0,998.3184210526316,,
255,255,255,NH42SO4,0.0015,9,100.0,20250409,141743,141740,2025-04-09T14:17:40,,False,0.19821,0.0045000000000000005,255.18967017697375,0.0,0.003,0.0,0.0015,0.0,998.3184210526316,,
256,256,256,NH42SO4,0.0028,1,100.0,20250409,143322,143319,2025-04-09T14:33:19,,False,0.36999199999999993,0.0084,390.8243944418267,0.0,0.0056,0.0,0.0028,0.0,998.421052631579,,
257,257,257,NH42SO4,0.0028,3,100.0,20250409,145118,145115,2025-04-09T14:51:15,,False,0.36999199999999993,0.0084,390.8243944418267,0.0,0.0056,0.0,0.0028,0.0,998.421052631579,,
258,258,258,NH42SO4,0.0028,5,100.0,20250409,150241,150238,2025-04-09T15:02:38,,False,0.36999199999999993,0.0084,390.8243944418267,0.0,0.0056,0.0,0.0028,0.0,998.421052631579,,
259,259,259,NH42SO4,0.0028,7,100.0,20250409,151305,151301,2025-04-09T15:13:01,,False,0.36999199999999993,0.0084,390.8243944418267,0.0,0.0056,0.0,0.0028,0.0,998.421052631579,,
260,260,260,NH42SO4,0.0028,9,100.0,20250409,152533,152531,2025-04-09T15:25:31,,False,0.36999199999999993,0.0084,390.8243944418267,0.0,0.0056,0.0,0.0028,0.0,998.421052631579,,
261,261,261,NH42SO4,0.0,5,100.0,20250410,91022,91006,2025-04-10T09:10:06,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
262,262,262,NH42SO4,0.0053,1,100.0,20250410,92226,92223,2025-04-10T09:22:23,,False,0.7003419999999999,0.0159,604.957470886771,0.0,0.0106,0.0,0.0053,0.0,998.6184210526316,,
263,263,263,NH42SO4,0.0053,3,100.0,20250410,94111,94108,2025-04-10T09:41:08,,False,0.7003419999999999,0.0159,604.957470886771,0.0,0.0106,0.0,0.0053,0.0,998.6184210526316,,
264,264,264,NH42SO4,0.0053,5,100.0,20250410,95403,95358,2025-04-10T09:53:58,,False,0.7003419999999999,0.0159,604.957470886771,0.0,0.0106,0.0,0.0053,0.0,998.6184210526316,,
265,265,265,NH42SO4,0.0053,7,100.0,20250410,100435,100432,2025-04-10T10:04:32,,False,0.7003419999999999,0.0159,604.957470886771,0.0,0.0106,0.0,0.0053,0.0,998.6184210526316,,
266,266,266,NH42SO4,0.0053,9,100.0,20250410,101647,101642,2025-04-10T10:16:42,,False,0.7003419999999999,0.0159,604.957470886771,0.0,0.0106,0.0,0.0053,0.0,998.6184210526316,,
267,267,267,NH42SO4,0.01,1,100.0,20250410,103027,103025,2025-04-10T10:30:25,,False,1.3214,0.03,940.576311777618,0.0,0.02,0.0,0.01,0.0,998.9894736842106,,
268,268,268,NH42SO4,0.01,3,100.0,20250410,104437,104434,2025-04-10T10:44:34,,False,1.3214,0.03,940.576311777618,0.0,0.02,0.0,0.01,0.0,998.9894736842106,,
269,269,269,NH42SO4,0.01,5,100.0,20250410,105728,105725,2025-04-10T10:57:25,,False,1.3214,0.03,940.576311777618,0.0,0.02,0.0,0.01,0.0,998.9894736842106,,
270,270,270,NH42SO4,0.01,7,100.0,20250410,110747,110744,2025-04-10T11:07:44,,False,1.3214,0.03,940.576311777618,0.0,0.02,0.0,0.01,0.0,998.9894736842106,,
271,271,271,NH42SO4,0.01,9,100.0,20250410,112043,112041,2025-04-10T11:20:41,,False,1.3214,0.03,940.576311777618,0.0,0.02,0.0,0.01,0.0,998.9894736842106,,
272,272,272,NH42SO4,0.02,1,100.0,20250410,113355,113352,2025-04-10T11:33:52,,False,2.6428,0.06,1546.3023967971224,0.0,0.04,0.0,0.02,0.0,999.7789473684211,,
273,273,273,NH42SO4,0.02,3,100.0,20250410,114739,114737,2025-04-10T11:47:37,,False,2.6428,0.06,1546.3023967971224,0.0,0.04,0.0,0.02,0.0,999.7789473684211,,
274,274,274,NH42SO4,0.02,5,100.0,20250410,115912,115909,2025-04-10T11:59:09,,False,2.6428,0.06,1546.3023967971224,0.0,0.04,0.0,0.02,0.0,999.7789473684211,,
275,275,275,NH42SO4,0.02,7,100.0,20250410,120949,120946,2025-04-10T12:09:46,,False,2.6428,0.06,1546.3023967971224,0.0,0.04,0.0,0.02,0.0,999.7789473684211,,
276,276,276,NH42SO4,0.02,9,100.0,20250410,122023,122020,2025-04-10T12:20:20,,False,2.6428,0.06,1546.3023967971224,0.0,0.04,0.0,0.02,0.0,999.7789473684211,,
277,277,277,NH42SO4,0.037,1,100.0,20250410,132458,132453,2025-04-10T13:24:53,,False,4.88918,0.11099999999999999,2454.2365862783918,0.0,0.074,0.0,0.037,0.0,1001.121052631579,,
278,278,278,NH42SO4,0.037,3,100.0,20250410,133804,133802,2025-04-10T13:38:02,,False,4.88918,0.11099999999999999,2454.2365862783918,0.0,0.074,0.0,0.037,0.0,1001.121052631579,,
279,279,279,NH42SO4,0.037,5,100.0,20250410,135002,135000,2025-04-10T13:50:00,,False,4.88918,0.11099999999999999,2454.2365862783918,0.0,0.074,0.0,0.037,0.0,1001.121052631579,,
280,280,280,NH42SO4,0.037,7,100.0,20250410,142006,142002,2025-04-10T14:20:02,,False,4.88918,0.11099999999999999,2454.2365862783918,0.0,0.074,0.0,0.037,0.0,1001.121052631579,,
281,281,281,NH42SO4,0.037,9,100.0,20250410,143147,143146,2025-04-10T14:31:46,,False,4.88918,0.11099999999999999,2454.2365862783918,0.0,0.074,0.0,0.037,0.0,1001.121052631579,,
282,282,282,NH42SO4,0.072,1,100.0,20250410,144425,144422,2025-04-10T14:44:22,,False,9.514079999999998,0.21599999999999997,4161.931236347347,0.0,0.144,0.0,0.072,0.0,1003.8842105263157,,
283,283,283,NH42SO4,0.072,3,100.0,20250410,145714,145711,2025-04-10T14:57:11,,False,9.514079999999998,0.21599999999999997,4161.931236347347,0.0,0.144,0.0,0.072,0.0,1003.8842105263157,,
284,284,284,NH42SO4,0.072,5,100.0,20250410,151157,151155,2025-04-10T15:11:55,,False,9.514079999999998,0.21599999999999997,4161.931236347347,0.0,0.144,0.0,0.072,0.0,1003.8842105263157,,
285,285,285,NH42SO4,0.072,7,100.0,20250410,152355,152350,2025-04-10T15:23:50,,False,9.514079999999998,0.21599999999999997,4161.931236347347,0.0,0.144,0.0,0.072,0.0,1003.8842105263157,,
286,286,286,NH42SO4,0.072,9,100.0,20250410,153340,153336,2025-04-10T15:33:36,,False,9.514079999999998,0.21599999999999997,4161.931236347347,0.0,0.144,0.0,0.072,0.0,1003.8842105263157,,
287,287,287,NH42SO4,0.0,5,100.0,20250411,93225,93221,2025-04-11T09:32:21,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
288,288,288,NH42SO4,0.14,1,100.0,20250411,95022,95019,2025-04-11T09:50:19,,False,18.4996,0.42000000000000004,7295.399719560837,0.0,0.28,0.0,0.14,0.0,1009.1038961038961,,
289,289,289,NH42SO4,0.14,3,100.0,20250411,100205,100202,2025-04-11T10:02:02,,False,18.4996,0.42000000000000004,7295.399719560837,0.0,0.28,0.0,0.14,0.0,1009.1038961038961,,
290,290,290,NH42SO4,0.14,5,100.0,20250411,101555,101552,2025-04-11T10:15:52,,False,18.4996,0.42000000000000004,7295.399719560837,0.0,0.28,0.0,0.14,0.0,1009.1038961038961,,
291,291,291,NH42SO4,0.14,7,100.0,20250411,102544,102542,2025-04-11T10:25:42,,False,18.4996,0.42000000000000004,7295.399719560837,0.0,0.28,0.0,0.14,0.0,1009.1038961038961,,
292,292,292,NH42SO4,0.14,9,100.0,20250411,103845,103842,2025-04-11T10:38:42,,False,18.4996,0.42000000000000004,7295.399719560837,0.0,0.28,0.0,0.14,0.0,1009.1038961038961,,
293,293,293,NH42SO4,0.26,1,100.0,20250411,105625,105621,2025-04-11T10:56:21,,False,34.3564,0.78,12674.71881897045,0.0,0.52,0.0,0.26,0.0,1018.2307692307693,,
294,294,294,NH42SO4,0.26,3,100.0,20250411,111154,111151,2025-04-11T11:11:51,,False,34.3564,0.78,12674.71881897045,0.0,0.52,0.0,0.26,0.0,1018.2307692307693,,
295,295,295,NH42SO4,0.26,5,100.0,20250411,112158,112155,2025-04-11T11:21:55,,False,34.3564,0.78,12674.71881897045,0.0,0.52,0.0,0.26,0.0,1018.2307692307693,,
296,296,296,NH42SO4,0.26,7,100.0,20250411,113132,113130,2025-04-11T11:31:30,,False,34.3564,0.78,12674.71881897045,0.0,0.52,0.0,0.26,0.0,1018.2307692307693,,
297,297,297,NH42SO4,0.26,9,100.0,20250411,114354,114352,2025-04-11T11:43:52,,False,34.3564,0.78,12674.71881897045,0.0,0.52,0.0,0.26,0.0,1018.2307692307693,,
298,298,298,NH42SO4,0.5,1,100.0,20250411,120238,120229,2025-04-11T12:02:29,,False,66.07,1.5,23328.048174492593,0.0,1.0,0.0,0.5,0.0,1036.030487804878,,
299,299,299,NH42SO4,0.5,3,100.0,20250411,135224,135220,2025-04-11T13:52:20,,False,66.07,1.5,23328.048174492593,0.0,1.0,0.0,0.5,0.0,1036.030487804878,,
300,300,300,NH42SO4,0.5,5,100.0,20250411,140214,140212,2025-04-11T14:02:12,,False,66.07,1.5,23328.048174492593,0.0,1.0,0.0,0.5,0.0,1036.030487804878,,
301,301,301,NH42SO4,0.5,7,100.0,20250411,141130,141127,2025-04-11T14:11:27,,False,66.07,1.5,23328.048174492593,0.0,1.0,0.0,0.5,0.0,1036.030487804878,,
302,302,302,NH42SO4,0.5,9,100.0,20250411,142046,142043,2025-04-11T14:20:43,,False,66.07,1.5,23328.048174492593,0.0,1.0,0.0,0.5,0.0,1036.030487804878,,
303,303,303,Na2SO4,0.0,1,100.0,20250414,100807,100803,2025-04-14T10:08:03,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
304,304,304,Na2SO4,0.0,3,100.0,20250414,102330,102327,2025-04-14T10:23:27,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
305,305,305,Na2SO4,0.0,5,100.0,20250414,103533,103531,2025-04-14T10:35:31,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
306,306,306,Na2SO4,0.0,7,100.0,20250414,104557,104553,2025-04-14T10:45:53,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
307,307,307,Na2SO4,0.0,9,100.0,20250414,105640,105638,2025-04-14T10:56:38,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
308,308,308,Na2SO4,0.0004,1,100.0,20250414,111144,111132,2025-04-14T11:11:32,,False,0.056816,0.0012000000000000001,102.31787270785567,0.0008,0.0,0.0,0.0004,0.0,998.2514285714286,,
309,309,309,Na2SO4,0.0004,3,100.0,20250414,112734,112732,2025-04-14T11:27:32,,False,0.056816,0.0012000000000000001,102.31787270785567,0.0008,0.0,0.0,0.0004,0.0,998.2514285714286,,
310,310,310,Na2SO4,0.0004,5,100.0,20250414,113906,113904,2025-04-14T11:39:04,,False,0.056816,0.0012000000000000001,102.31787270785567,0.0008,0.0,0.0,0.0004,0.0,998.2514285714286,,
311,311,311,Na2SO4,0.0004,7,100.0,20250414,115003,115001,2025-04-14T11:50:01,,False,0.056816,0.0012000000000000001,102.31787270785567,0.0008,0.0,0.0,0.0004,0.0,998.2514285714286,,
312,312,312,Na2SO4,0.0004,9,100.0,20250414,120145,120143,2025-04-14T12:01:43,,False,0.056816,0.0012000000000000001,102.31787270785567,0.0008,0.0,0.0,0.0004,0.0,998.2514285714286,,
313,313,313,Na2SO4,0.00077,1,100.0,20250414,121524,121521,2025-04-14T12:15:21,,False,0.10937079999999999,0.00231,161.45033170417582,0.00154,0.0,0.0,0.00077,0.0,998.299,,
314,314,314,Na2SO4,0.00077,3,100.0,20250414,131842,131839,2025-04-14T13:18:39,,False,0.10937079999999999,0.00231,161.45033170417582,0.00154,0.0,0.0,0.00077,0.0,998.299,,
315,315,315,Na2SO4,0.00077,5,100.0,20250414,133203,133200,2025-04-14T13:32:00,"FP: nan.
PP: Very long. Includes moving the fiber",False,0.10937079999999999,0.00231,161.45033170417582,0.00154,0.0,0.0,0.00077,0.0,998.299,,
316,316,316,Na2SO4,0.00077,7,100.0,20250414,134234,134228,2025-04-14T13:42:28,,False,0.10937079999999999,0.00231,161.45033170417582,0.00154,0.0,0.0,0.00077,0.0,998.299,,
317,317,317,Na2SO4,0.00077,9,100.0,20250414,135255,135253,2025-04-14T13:52:53,,False,0.10937079999999999,0.00231,161.45033170417582,0.00154,0.0,0.0,0.00077,0.0,998.299,,
318,318,318,Na2SO4,0.0015,1,100.0,20250414,141034,141031,2025-04-14T14:10:31,,False,0.21306,0.0045000000000000005,255.18967017697375,0.003,0.0,0.0,0.0015,0.0,998.3928571428571,,
319,319,319,Na2SO4,0.0015,3,100.0,20250414,143325,143323,2025-04-14T14:33:23,,False,0.21306,0.0045000000000000005,255.18967017697375,0.003,0.0,0.0,0.0015,0.0,998.3928571428571,,
320,320,320,Na2SO4,0.0015,5,100.0,20250414,144452,144450,2025-04-14T14:44:50,,False,0.21306,0.0045000000000000005,255.18967017697375,0.003,0.0,0.0,0.0015,0.0,998.3928571428571,,
321,321,321,Na2SO4,0.0015,7,100.0,20250414,150751,150745,2025-04-14T15:07:45,,False,0.21306,0.0045000000000000005,255.18967017697375,0.003,0.0,0.0,0.0015,0.0,998.3928571428571,,
322,322,322,Na2SO4,0.0015,9,100.0,20250414,152306,152304,2025-04-14T15:23:04,,False,0.21306,0.0045000000000000005,255.18967017697375,0.003,0.0,0.0,0.0015,0.0,998.3928571428571,,
323,323,323,Na2SO4,0.0,5,100.0,20250417,101717,101714,2025-04-17T10:17:14,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
324,324,324,Na2SO4,0.0053,1,100.0,20250417,103213,103209,2025-04-17T10:32:09,,False,0.7528119999999999,0.0159,604.957470886771,0.0106,0.0,0.0,0.0053,0.0,998.8814285714286,,
325,325,325,Na2SO4,0.0053,3,100.0,20250417,104648,104645,2025-04-17T10:46:45,,False,0.7528119999999999,0.0159,604.957470886771,0.0106,0.0,0.0,0.0053,0.0,998.8814285714286,,
326,326,326,Na2SO4,0.0053,5,100.0,20250417,105808,105806,2025-04-17T10:58:06,,False,0.7528119999999999,0.0159,604.957470886771,0.0106,0.0,0.0,0.0053,0.0,998.8814285714286,,
327,327,327,Na2SO4,0.0053,7,100.0,20250417,110820,110817,2025-04-17T11:08:17,,False,0.7528119999999999,0.0159,604.957470886771,0.0106,0.0,0.0,0.0053,0.0,998.8814285714286,,
328,328,328,Na2SO4,0.0053,9,100.0,20250417,112154,112150,2025-04-17T11:21:50,,False,0.7528119999999999,0.0159,604.957470886771,0.0106,0.0,0.0,0.0053,0.0,998.8814285714286,,
329,329,329,Na2SO4,0.01,1,100.0,20250417,113534,113531,2025-04-17T11:35:31,,False,1.4203999999999999,0.03,940.576311777618,0.02,0.0,0.0,0.01,0.0,999.4857142857142,,
330,330,330,Na2SO4,0.01,3,100.0,20250417,115041,115038,2025-04-17T11:50:38,,False,1.4203999999999999,0.03,940.576311777618,0.02,0.0,0.0,0.01,0.0,999.4857142857142,,
331,331,331,Na2SO4,0.01,5,100.0,20250417,120150,120147,2025-04-17T12:01:47,,False,1.4203999999999999,0.03,940.576311777618,0.02,0.0,0.0,0.01,0.0,999.4857142857142,,
332,332,332,Na2SO4,0.01,7,100.0,20250417,121206,121203,2025-04-17T12:12:03,,False,1.4203999999999999,0.03,940.576311777618,0.02,0.0,0.0,0.01,0.0,999.4857142857142,,
333,333,333,Na2SO4,0.01,9,100.0,20250417,122305,122303,2025-04-17T12:23:03,,False,1.4203999999999999,0.03,940.576311777618,0.02,0.0,0.0,0.01,0.0,999.4857142857142,,
334,334,334,Na2SO4,0.02,1,100.0,20250417,123653,123651,2025-04-17T12:36:51,,False,2.8407999999999998,0.06,1546.3023967971224,0.04,0.0,0.0,0.02,0.0,1000.7714285714284,,
335,335,335,Na2SO4,0.02,3,100.0,20250417,132625,132623,2025-04-17T13:26:23,,False,2.8407999999999998,0.06,1546.3023967971224,0.04,0.0,0.0,0.02,0.0,1000.7714285714284,,
336,336,336,Na2SO4,0.02,5,100.0,20250417,133810,133808,2025-04-17T13:38:08,,False,2.8407999999999998,0.06,1546.3023967971224,0.04,0.0,0.0,0.02,0.0,1000.7714285714284,,
337,337,337,Na2SO4,0.02,7,100.0,20250417,134933,134929,2025-04-17T13:49:29,,False,2.8407999999999998,0.06,1546.3023967971224,0.04,0.0,0.0,0.02,0.0,1000.7714285714284,,
338,338,338,Na2SO4,0.02,9,100.0,20250417,140148,140146,2025-04-17T14:01:46,,False,2.8407999999999998,0.06,1546.3023967971224,0.04,0.0,0.0,0.02,0.0,1000.7714285714284,,
339,339,339,Na2SO4,0.037,1,100.0,20250417,141804,141802,2025-04-17T14:18:02,,False,5.2554799999999995,0.11099999999999999,2454.2365862783918,0.074,0.0,0.0,0.037,0.0,1002.9444444444445,,
340,340,340,Na2SO4,0.037,3,100.0,20250417,143138,143132,2025-04-17T14:31:32,,False,5.2554799999999995,0.11099999999999999,2454.2365862783918,0.074,0.0,0.0,0.037,0.0,1002.9444444444445,,
341,341,341,Na2SO4,0.037,5,100.0,20250417,144345,144341,2025-04-17T14:43:41,,False,5.2554799999999995,0.11099999999999999,2454.2365862783918,0.074,0.0,0.0,0.037,0.0,1002.9444444444445,,
342,342,342,Na2SO4,0.037,7,100.0,20250417,145728,145726,2025-04-17T14:57:26,,False,5.2554799999999995,0.11099999999999999,2454.2365862783918,0.074,0.0,0.0,0.037,0.0,1002.9444444444445,,
343,343,343,Na2SO4,0.037,9,100.0,20250417,150849,150847,2025-04-17T15:08:47,,False,5.2554799999999995,0.11099999999999999,2454.2365862783918,0.074,0.0,0.0,0.037,0.0,1002.9444444444445,,
344,344,344,Na2SO4,0.072,1,100.0,20250417,152443,152440,2025-04-17T15:24:40,,False,10.22688,0.21599999999999997,4161.931236347347,0.144,0.0,0.0,0.072,0.0,1007.225,,
345,345,345,Na2SO4,0.072,3,100.0,20250417,153840,153838,2025-04-17T15:38:38,,False,10.22688,0.21599999999999997,4161.931236347347,0.144,0.0,0.0,0.072,0.0,1007.225,,
346,346,346,Na2SO4,0.072,5,100.0,20250417,155030,155028,2025-04-17T15:50:28,,False,10.22688,0.21599999999999997,4161.931236347347,0.144,0.0,0.0,0.072,0.0,1007.225,,
347,347,347,Na2SO4,0.072,7,100.0,20250417,160011,160008,2025-04-17T16:00:08,,False,10.22688,0.21599999999999997,4161.931236347347,0.144,0.0,0.0,0.072,0.0,1007.225,,
348,348,348,Na2SO4,0.072,9,100.0,20250417,161239,161236,2025-04-17T16:12:36,,False,10.22688,0.21599999999999997,4161.931236347347,0.144,0.0,0.0,0.072,0.0,1007.225,,
349,349,349,Na2SO4,0.0,5,100.0,20250422,104608,104602,2025-04-22T10:46:02,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
350,350,350,Na2SO4,0.14,1,100.0,20250422,105918,105912,2025-04-22T10:59:12,,False,19.8856,0.42000000000000004,7295.399719560837,0.28,0.0,0.0,0.14,0.0,1015.725,,
351,351,351,Na2SO4,0.14,3,100.0,20250422,111048,111046,2025-04-22T11:10:46,,False,19.8856,0.42000000000000004,7295.399719560837,0.28,0.0,0.0,0.14,0.0,1015.725,,
352,352,352,Na2SO4,0.14,5,100.0,20250422,112212,112209,2025-04-22T11:22:09,,False,19.8856,0.42000000000000004,7295.399719560837,0.28,0.0,0.0,0.14,0.0,1015.725,,
353,353,353,Na2SO4,0.14,7,100.0,20250422,113205,113156,2025-04-22T11:31:56,,False,19.8856,0.42000000000000004,7295.399719560837,0.28,0.0,0.0,0.14,0.0,1015.725,,
354,354,354,Na2SO4,0.14,9,100.0,20250422,114246,114244,2025-04-22T11:42:44,,False,19.8856,0.42000000000000004,7295.399719560837,0.28,0.0,0.0,0.14,0.0,1015.725,,
355,355,355,Na2SO4,0.26,1,100.0,20250422,120926,120924,2025-04-22T12:09:24,,False,36.9304,0.78,12674.71881897045,0.52,0.0,0.0,0.26,0.0,1030.4878378378378,,
356,356,356,Na2SO4,0.26,3,100.0,20250422,122020,122017,2025-04-22T12:20:17,,False,36.9304,0.78,12674.71881897045,0.52,0.0,0.0,0.26,0.0,1030.4878378378378,,
357,357,357,Na2SO4,0.26,5,100.0,20250422,123422,123419,2025-04-22T12:34:19,,False,36.9304,0.78,12674.71881897045,0.52,0.0,0.0,0.26,0.0,1030.4878378378378,,
358,358,358,Na2SO4,0.26,7,100.0,20250422,132811,132808,2025-04-22T13:28:08,,False,36.9304,0.78,12674.71881897045,0.52,0.0,0.0,0.26,0.0,1030.4878378378378,,
359,359,359,Na2SO4,0.26,9,100.0,20250422,133740,133737,2025-04-22T13:37:37,,False,36.9304,0.78,12674.71881897045,0.52,0.0,0.0,0.26,0.0,1030.4878378378378,,
360,360,360,Na2SO4,0.5,3,100.0,20250422,141419,141416,2025-04-22T14:14:16,"FP: Or was it position 1? Chaos..
PP: nan",False,71.02,1.5,23328.048174492593,1.0,0.0,0.0,0.5,0.0,1059.1576923076925,,
361,361,361,Na2SO4,0.5,1,100.0,20250422,142533,142531,2025-04-22T14:25:31,,False,71.02,1.5,23328.048174492593,1.0,0.0,0.0,0.5,0.0,1059.1576923076925,,
362,362,362,Na2SO4,0.5,5,100.0,20250422,143958,143955,2025-04-22T14:39:55,,False,71.02,1.5,23328.048174492593,1.0,0.0,0.0,0.5,0.0,1059.1576923076925,,
363,363,363,Na2SO4,0.5,7,100.0,20250422,145207,145204,2025-04-22T14:52:04,,False,71.02,1.5,23328.048174492593,1.0,0.0,0.0,0.5,0.0,1059.1576923076925,,
364,364,364,Na2SO4,0.5,9,100.0,20250422,150108,150106,2025-04-22T15:01:06,,False,71.02,1.5,23328.048174492593,1.0,0.0,0.0,0.5,0.0,1059.1576923076925,,
