,Unnamed: 0,Exp. No.,Salt,Concentration (mol/l),FP position,Gas flow (l/min),Date,PP Timestamp,FP Timestamp,Datetime,Comment,Ignore,Concentration (g/l),Ionic strength,p_GM,Na (mol/l),NH4 (mol/l),Cl (mol/l),SO4 (mol/l),Ac (mol/l),Density,Viscosity,Surface tension
0,0,0,Water,0.0,1,100.0,20250321,112002,111711,2025-03-21T11:17:11,"FP: Mismatched PP. Use 112002..
PP: nan",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
1,1,1,Water,0.0,2,100.0,20250321,113119,113116,2025-03-21T11:31:16,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
2,2,2,Water,0.0,3,100.0,20250321,114347,114344,2025-03-21T11:43:44,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
3,3,3,Water,0.0,4,100.0,20250321,115435,115431,2025-03-21T11:54:31,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
4,4,4,Water,0.0,5,100.0,20250321,120551,120542,2025-03-21T12:05:42,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
5,5,5,Water,0.0,6,100.0,20250321,132822,132818,2025-03-21T13:28:18,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
6,6,6,Water,0.0,7,100.0,20250321,133856,133850,2025-03-21T13:38:50,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
7,7,7,Water,0.0,8,100.0,20250321,135120,135118,2025-03-21T13:51:18,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
8,8,8,Water,0.0,9,100.0,20250321,140325,140322,2025-03-21T14:03:22,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
9,9,9,Water,0.0,1,100.0,20250321,112002,141957,2025-03-21T14:19:57,"FP: FP Only. No holdup. Could use 112002 for PP. Skip for now..
PP: nan",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
10,10,10,NaCl,0.0,1,50.0,20250324,94045,94028,2025-03-24T09:40:28,"FP: 50 l/min measurement.
PP: nan",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
11,11,11,NaCl,0.0,1,100.0,20250324,94345,94341,2025-03-24T09:43:41,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
12,12,12,NaCl,0.0,3,100.0,20250324,95854,95848,2025-03-24T09:58:48,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
13,13,13,NaCl,0.0,5,100.0,20250324,101101,101057,2025-03-24T10:10:57,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
14,14,14,NaCl,0.0,7,100.0,20250324,102127,102124,2025-03-24T10:21:24,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
15,15,15,NaCl,0.0,9,100.0,20250324,103247,103242,2025-03-24T10:32:42,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
16,16,16,NaCl,0.0004,1,100.0,20250324,104911,104908,2025-03-24T10:49:08,,False,0.02336,0.0004,39.75988921020918,0.0004,0.0,0.0004,0.0,0.0,998.2167441860464,,
17,17,17,NaCl,0.0004,3,100.0,20250324,110314,110308,2025-03-24T11:03:08,,False,0.02336,0.0004,39.75988921020918,0.0004,0.0,0.0004,0.0,0.0,998.2167441860464,,
18,18,18,NaCl,0.0004,5,100.0,20250324,111550,111546,2025-03-24T11:15:46,,False,0.02336,0.0004,39.75988921020918,0.0004,0.0,0.0004,0.0,0.0,998.2167441860464,,
19,19,19,NaCl,0.0004,7,100.0,20250324,112618,112612,2025-03-24T11:26:12,,False,0.02336,0.0004,39.75988921020918,0.0004,0.0,0.0004,0.0,0.0,998.2167441860464,,
20,20,20,NaCl,0.0004,9,100.0,20250324,113650,113646,2025-03-24T11:36:46,,False,0.02336,0.0004,39.75988921020918,0.0004,0.0,0.0004,0.0,0.0,998.2167441860464,,
21,21,21,NaCl,0.00077,1,100.0,20250324,115142,115136,2025-03-24T11:51:36,,False,0.044967999999999994,0.00077,65.55119369882442,0.00077,0.0,0.00077,0.0,0.0,998.2322325581396,,
22,22,22,NaCl,0.00077,3,100.0,20250324,120545,120542,2025-03-24T12:05:42,,False,0.044967999999999994,0.00077,65.55119369882442,0.00077,0.0,0.00077,0.0,0.0,998.2322325581396,,
23,23,23,NaCl,0.00077,5,100.0,20250324,121659,121650,2025-03-24T12:16:50,,False,0.044967999999999994,0.00077,65.55119369882442,0.00077,0.0,0.00077,0.0,0.0,998.2322325581396,,
24,24,24,NaCl,0.00077,7,100.0,20250324,122837,122834,2025-03-24T12:28:34,,False,0.044967999999999994,0.00077,65.55119369882442,0.00077,0.0,0.00077,0.0,0.0,998.2322325581396,,
25,25,25,NaCl,0.00077,9,100.0,20250324,123923,123920,2025-03-24T12:39:20,,False,0.044967999999999994,0.00077,65.55119369882442,0.00077,0.0,0.00077,0.0,0.0,998.2322325581396,,
26,26,26,NaCl,0.0015,1,100.0,20250324,132955,132950,2025-03-24T13:29:50,"FP: Only holdup (disk full).
PP: nan",True,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
27,27,27,NaCl,0.0015,1,100.0,20250324,141431,141427,2025-03-24T14:14:27,"FP: No data - exclude.
PP: nan",True,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
28,28,28,NaCl,0.0015,3,100.0,20250324,143145,143142,2025-03-24T14:31:42,"FP: No data - exclude.
PP: nan",True,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
29,29,29,NaCl,0.0015,5,100.0,20250324,144453,144451,2025-03-24T14:44:51,"FP: No data - exclude.
PP: nan",True,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
30,30,30,NaCl,0.0015,7,100.0,20250324,145711,145706,2025-03-24T14:57:06,"FP: No data - exclude.
PP: nan",True,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
31,31,31,NaCl,0.0015,9,100.0,20250324,150717,150715,2025-03-24T15:07:15,"FP: No data - exclude.
PP: nan",True,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
32,32,32,NaCl,0.0028,1,100.0,20250324,152334,152330,2025-03-24T15:23:30,"FP: No data - exclude.
PP: nan",True,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
33,33,33,NaCl,0.0028,3,100.0,20250324,153708,153705,2025-03-24T15:37:05,"FP: No data - exclude.
PP: nan",True,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
34,34,34,NaCl,0.0028,5,100.0,20250324,155028,155025,2025-03-24T15:50:25,"FP: No data - exclude.
PP: nan",True,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
35,35,35,NaCl,0.0028,7,100.0,20250324,160119,160116,2025-03-24T16:01:16,"FP: No data - exclude.
PP: nan",True,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
36,36,36,NaCl,0.0028,9,100.0,20250324,161303,161301,2025-03-24T16:13:01,"FP: No data - exclude.
PP: nan",True,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
37,37,37,NaCl,0.0,1,100.0,20250326,93136,93109,2025-03-26T09:31:09,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
38,38,38,NaCl,0.0,3,100.0,20250326,94716,94713,2025-03-26T09:47:13,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
39,39,39,NaCl,0.0,5,100.0,20250326,100624,100606,2025-03-26T10:06:06,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
40,40,40,NaCl,0.0,7,100.0,20250326,101735,101732,2025-03-26T10:17:32,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
41,41,41,NaCl,0.0,9,100.0,20250326,102801,102740,2025-03-26T10:27:40,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
42,42,42,NaCl,0.0015,1,100.0,20250326,110642,110639,2025-03-26T11:06:39,,False,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
43,43,43,NaCl,0.0015,3,100.0,20250326,112112,112109,2025-03-26T11:21:09,,False,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
44,44,44,NaCl,0.0015,5,100.0,20250326,113445,113442,2025-03-26T11:34:42,,False,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
45,45,45,NaCl,0.0015,7,100.0,20250326,114510,114508,2025-03-26T11:45:08,,False,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
46,46,46,NaCl,0.0015,9,100.0,20250326,115521,115518,2025-03-26T11:55:18,,False,0.0876,0.0015,108.27871517290615,0.0015,0.0,0.0015,0.0,0.0,998.2627906976744,,
47,47,47,NaCl,0.0028,1,100.0,20250326,120940,120937,2025-03-26T12:09:37,,False,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
48,48,48,NaCl,0.0028,3,100.0,20250326,122544,122542,2025-03-26T12:25:42,,False,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
49,49,49,NaCl,0.0028,5,100.0,20250326,131617,131614,2025-03-26T13:16:14,,False,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
50,50,50,NaCl,0.0028,7,100.0,20250326,132603,132600,2025-03-26T13:26:00,,False,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
51,51,51,NaCl,0.0028,9,100.0,20250326,133732,133729,2025-03-26T13:37:29,,False,0.16352,0.0028,171.91758435974862,0.0028,0.0,0.0028,0.0,0.0,998.3172093023256,,
52,52,52,NaCl,0.0054,1,100.0,20250326,135239,135235,2025-03-26T13:52:35,,False,0.31536000000000003,0.0054,278.1239694368388,0.0054,0.0,0.0054,0.0,0.0,998.4260465116279,,
53,53,53,NaCl,0.0054,3,100.0,20250326,144609,144605,2025-03-26T14:46:05,,False,0.31536000000000003,0.0054,278.1239694368388,0.0054,0.0,0.0054,0.0,0.0,998.4260465116279,,
54,54,54,NaCl,0.0054,5,100.0,20250326,150813,150810,2025-03-26T15:08:10,,False,0.31536000000000003,0.0054,278.1239694368388,0.0054,0.0,0.0054,0.0,0.0,998.4260465116279,,
55,55,55,NaCl,0.0054,7,100.0,20250326,151825,151821,2025-03-26T15:18:21,,False,0.31536000000000003,0.0054,278.1239694368388,0.0054,0.0,0.0054,0.0,0.0,998.4260465116279,,
56,56,56,NaCl,0.0054,9,100.0,20250326,153008,153006,2025-03-26T15:30:06,,False,0.31536000000000003,0.0054,278.1239694368388,0.0054,0.0,0.0054,0.0,0.0,998.4260465116279,,
57,57,57,NaCl,0.01,1,100.0,20250326,154333,154330,2025-03-26T15:43:30,,False,0.584,0.01,435.43350173662645,0.01,0.0,0.01,0.0,0.0,998.6186046511629,,
58,58,58,NaCl,0.01,3,100.0,20250326,155836,155833,2025-03-26T15:58:33,,False,0.584,0.01,435.43350173662645,0.01,0.0,0.01,0.0,0.0,998.6186046511629,,
59,59,59,NaCl,0.01,5,100.0,20250326,160925,160923,2025-03-26T16:09:23,,False,0.584,0.01,435.43350173662645,0.01,0.0,0.01,0.0,0.0,998.6186046511629,,
60,60,60,NaCl,0.01,7,100.0,20250326,162530,162528,2025-03-26T16:25:28,,False,0.584,0.01,435.43350173662645,0.01,0.0,0.01,0.0,0.0,998.6186046511629,,
61,61,61,NaCl,0.01,9,100.0,20250326,163654,163652,2025-03-26T16:36:52,,False,0.584,0.01,435.43350173662645,0.01,0.0,0.01,0.0,0.0,998.6186046511629,,
62,62,62,NaCl,0.02,1,100.0,20250327,91203,91201,2025-03-27T09:12:01,,False,1.168,0.02,720.262819339421,0.02,0.0,0.02,0.0,0.0,999.0372093023256,,
63,63,63,NaCl,0.02,3,100.0,20250327,92622,92619,2025-03-27T09:26:19,,False,1.168,0.02,720.262819339421,0.02,0.0,0.02,0.0,0.0,999.0372093023256,,
64,64,64,NaCl,0.02,5,100.0,20250327,94046,94043,2025-03-27T09:40:43,,False,1.168,0.02,720.262819339421,0.02,0.0,0.02,0.0,0.0,999.0372093023256,,
65,65,65,NaCl,0.02,7,100.0,20250327,95143,95137,2025-03-27T09:51:37,,False,1.168,0.02,720.262819339421,0.02,0.0,0.02,0.0,0.0,999.0372093023256,,
66,66,66,NaCl,0.02,9,100.0,20250327,100227,100224,2025-03-27T10:02:24,,False,1.168,0.02,720.262819339421,0.02,0.0,0.02,0.0,0.0,999.0372093023256,,
67,67,67,NaCl,0.037,1,100.0,20250327,101646,101642,2025-03-27T10:16:42,,False,2.1608,0.037,1129.941868148217,0.037,0.0,0.037,0.0,0.0,999.7488372093023,,
68,68,68,NaCl,0.037,3,100.0,20250327,102946,102944,2025-03-27T10:29:44,,False,2.1608,0.037,1129.941868148217,0.037,0.0,0.037,0.0,0.0,999.7488372093023,,
69,69,69,NaCl,0.037,5,100.0,20250327,104052,104050,2025-03-27T10:40:50,,False,2.1608,0.037,1129.941868148217,0.037,0.0,0.037,0.0,0.0,999.7488372093023,,
70,70,70,NaCl,0.037,7,100.0,20250327,105249,105247,2025-03-27T10:52:47,,False,2.1608,0.037,1129.941868148217,0.037,0.0,0.037,0.0,0.0,999.7488372093023,,
71,71,71,NaCl,0.037,9,100.0,20250327,110557,110215,2025-03-27T11:02:15,"FP: Use PP 110557.
PP: nan",False,2.1608,0.037,1129.941868148217,0.037,0.0,0.037,0.0,0.0,999.7488372093023,,
72,72,72,NaCl,0.072,1,100.0,20250327,111656,111654,2025-03-27T11:16:54,,False,4.2048,0.072,1855.7411144639857,0.072,0.0,0.072,0.0,0.0,1001.2139534883721,,
73,73,73,NaCl,0.072,3,100.0,20250327,112915,112912,2025-03-27T11:29:12,,False,4.2048,0.072,1855.7411144639857,0.072,0.0,0.072,0.0,0.0,1001.2139534883721,,
74,74,74,NaCl,0.072,5,100.0,20250327,114115,114112,2025-03-27T11:41:12,,False,4.2048,0.072,1855.7411144639857,0.072,0.0,0.072,0.0,0.0,1001.2139534883721,,
75,75,75,NaCl,0.072,7,100.0,20250327,115023,115020,2025-03-27T11:50:20,,False,4.2048,0.072,1855.7411144639857,0.072,0.0,0.072,0.0,0.0,1001.2139534883721,,
76,76,76,NaCl,0.072,9,100.0,20250327,120043,120041,2025-03-27T12:00:41,,False,4.2048,0.072,1855.7411144639857,0.072,0.0,0.072,0.0,0.0,1001.2139534883721,,
77,77,77,NaCl,0.14,1,100.0,20250327,132138,132134,2025-03-27T13:21:34,,False,8.176,0.14,3093.5002969795432,0.14,0.0,0.14,0.0,0.0,1003.9976744186048,,
78,78,78,NaCl,0.14,3,100.0,20250327,133746,133743,2025-03-27T13:37:43,,False,8.176,0.14,3093.5002969795432,0.14,0.0,0.14,0.0,0.0,1003.9976744186048,,
79,79,79,NaCl,0.14,5,100.0,20250327,134740,134736,2025-03-27T13:47:36,,False,8.176,0.14,3093.5002969795432,0.14,0.0,0.14,0.0,0.0,1003.9976744186048,,
80,80,80,NaCl,0.14,7,100.0,20250327,135908,135905,2025-03-27T13:59:05,,False,8.176,0.14,3093.5002969795432,0.14,0.0,0.14,0.0,0.0,1003.9976744186048,,
81,81,81,NaCl,0.14,9,100.0,20250327,140817,140815,2025-03-27T14:08:15,,False,8.176,0.14,3093.5002969795432,0.14,0.0,0.14,0.0,0.0,1003.9976744186048,,
82,82,82,NaCl,0.26,1,100.0,20250327,143205,143203,2025-03-27T14:32:03,"FP: SKIP. Incomplete. Disk full..
PP: Wrote hardly anything because of reasons?",True,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
83,83,83,NaCl,0.26,3,100.0,20250327,144431,144421,2025-03-27T14:44:21,"FP: SKIP. No data. Disk full..
PP: Didn't write either. Moved to U: drive now.",True,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
84,84,84,NaCl,0.26,5,100.0,20250327,145749,145746,2025-03-27T14:57:46,"FP: SKIP. No data. Disk full..
PP: nan",True,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
85,85,85,NaCl,0.26,1,100.0,20250327,150432,150417,2025-03-27T15:04:17,"FP: SKIP. No data. Disk full..
PP: nan",True,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
86,86,86,NaCl,0.26,1,100.0,20250327,151735,151729,2025-03-27T15:17:29,"FP: Finally a normal-sized file again..
PP: nan",False,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
87,87,87,NaCl,0.26,3,100.0,20250327,152851,152847,2025-03-27T15:28:47,,False,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
88,88,88,NaCl,0.26,5,100.0,20250327,154000,153956,2025-03-27T15:39:56,,False,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
89,89,89,NaCl,0.26,7,100.0,20250327,154952,154948,2025-03-27T15:49:48,,False,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
90,90,90,NaCl,0.26,9,100.0,20250327,155841,155839,2025-03-27T15:58:39,,False,15.184,0.26,5072.25310392577,0.26,0.0,0.26,0.0,0.0,1008.9413793103448,,
91,91,91,NaCl,0.5,1,100.0,20250328,94013,93949,2025-03-28T09:39:49,,False,29.2,0.5,8759.225226414474,0.5,0.0,0.5,0.0,0.0,1018.6774011299435,,
92,92,92,NaCl,0.5,3,100.0,20250328,95756,95341,2025-03-28T09:53:41,"FP: Use PP log 095756.
PP: nan",False,29.2,0.5,8759.225226414474,0.5,0.0,0.5,0.0,0.0,1018.6774011299435,,
93,93,93,NaCl,0.5,5,100.0,20250328,100341,100338,2025-03-28T10:03:38,,False,29.2,0.5,8759.225226414474,0.5,0.0,0.5,0.0,0.0,1018.6774011299435,,
94,94,94,NaCl,0.5,7,100.0,20250328,101402,101359,2025-03-28T10:13:59,,False,29.2,0.5,8759.225226414474,0.5,0.0,0.5,0.0,0.0,1018.6774011299435,,
95,95,95,NaCl,0.5,9,100.0,20250328,102405,102402,2025-03-28T10:24:02,,False,29.2,0.5,8759.225226414474,0.5,0.0,0.5,0.0,0.0,1018.6774011299435,,
96,96,96,NaCl,0.5,1,100.0,20250328,103420,103406,2025-03-28T10:34:06,"FP: Redo of 093949. Smaller n_bubbles..
PP: nan",False,29.2,0.5,8759.225226414474,0.5,0.0,0.5,0.0,0.0,1018.6774011299435,,
97,97,97,NH4Cl,0.0,1,100.0,20250331,102002,102000,2025-03-31T10:20:00,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
98,98,98,NH4Cl,0.0,3,100.0,20250331,103500,103457,2025-03-31T10:34:57,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
99,99,99,NH4Cl,0.0,5,100.0,20250331,104753,104751,2025-03-31T10:47:51,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
100,100,100,NH4Cl,0.0,7,100.0,20250331,110118,105818,2025-03-31T10:58:18,"FP: Use 110118 as PP measurement..
PP: Recorded a bit late. Might not perfectly represent the measurement.",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
101,101,101,NH4Cl,0.0,9,100.0,20250331,111012,111010,2025-03-31T11:10:10,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.1999999999999,,
