,pGM,ionS,D
0,9.128217894711817,0.0196284962480007,99.18918918918918
1,0.254650425273636,0.0404291453487284,98.64864864864865
2,5.702854303793124,0.0673677252043687,97.29729729729728
3,19.209330253040747,0.0882280528286902,100.0
4,37.469450290742,0.1090578430053168,99.18918918918918
5,55.69089398566969,0.1260138876109852,99.72972972972973
6,75.43370937870458,0.1428274608481528,96.75675675675674
7,96.07322915412679,0.1587949987083399,96.75675675675674
8,122.0903074151637,0.1782567668112597,95.94594594594594
9,143.83196704348322,0.1944029848953769,96.2162162162162
10,190.93101266784942,0.226802864608979,96.48648648648648
11,214.0712949134347,0.2426259441995549,97.56756756756756
12,227.59179205998868,0.2521585161478168,97.83783783783782
13,257.1415585048419,0.2723619554100616,96.75675675675674
14,272.9652365624168,0.2830628305554681,98.64864864864865
15,288.9961215128827,0.2941841342027374,97.02702702702702
16,302.8161388716976,0.3028109307601757,98.1081081081081
17,324.5364188691659,0.3177547491400375,95.94594594594594
18,342.10184164405666,0.3302390694713707,98.1081081081081
19,355.52087228823706,0.3399231582322004,99.45945945945944
20,384.217090555902,0.3601516059263063,95.94594594594594
