,pGM,ionS,D
0,192.46828528810244,0.022048210740643,100.7692307692308
1,251.86496795235922,0.0342421360941242,102.11538461538464
2,303.6725320795026,0.0460124872992058,99.03846153846156
3,358.221699647448,0.0590598389514338,99.03846153846156
4,410.65832015629235,0.071928757553408,99.80769230769232
5,463.80719831653687,0.0853189936244236,98.2692307692308
6,522.5868580825977,0.0998883319904134,98.0769230769231
7,566.7982835055329,0.110959332063247,98.0769230769231
8,627.6046528863556,0.125700072994513,96.53846153846156
9,693.0986807495206,0.1414785945018314,96.53846153846156
10,763.9750762052454,0.1581750607231476,94.23076923076924
11,831.0448687301866,0.1734218479334392,95.19230769230772
12,923.8682593339721,0.1939064398664712,94.61538461538464
13,1017.2903137628878,0.2139874179748766,94.61538461538464
14,1148.5879896473164,0.2408177967161436,92.30769230769232
15,1266.294644872231,0.2640112132284946,91.92307692307692
16,1422.260282290283,0.2932478710228586,90.3846153846154
17,1555.9242568436848,0.3172811266717658,89.23076923076925
